Time;Voltage [U];Voltage [V];Voltage [W];;;Current [U];Current [V];Current [W];;;Power [U];Power [V];Power [W]
05/07/2023 17:21:09:160;345.995;7.43654e-219;7.43654e-219;;;0.0900274;7.43654e-219;7.43654e-219;;;31.1136;7.43654e-219;7.43654e-219
05/07/2023 17:21:09:163;345.995;1.02941e-218;1.02941e-218;;;0.0900274;1.02941e-218;1.02941e-218;;;31.1136;1.02941e-218;1.02941e-218
05/07/2023 17:21:10:153;345.997;1.73391e-221;1.73391e-221;;;0.0897305;1.73391e-221;1.73391e-221;;;31.0725;1.73391e-221;1.73391e-221
05/07/2023 17:21:10:157;345.997;2.16105e-217;2.16105e-217;;;0.0897305;2.16105e-217;2.16105e-217;;;31.0725;2.16105e-217;2.16105e-217
05/07/2023 17:21:11:201;345.997;5.32417e-219;5.32417e-219;;;0.0873272;5.32417e-219;5.32417e-219;;;30.235;5.32417e-219;5.32417e-219
05/07/2023 17:21:11:206;345.997;3.77807e-220;3.77807e-220;;;0.0873272;3.77807e-220;3.77807e-220;;;30.235;3.77807e-220;3.77807e-220
05/07/2023 17:21:12:388;345.996;4.02153e-221;4.02153e-221;;;0.0892571;4.02153e-221;4.02153e-221;;;30.8619;4.02153e-221;4.02153e-221
05/07/2023 17:21:12:391;345.996;1.50598e-307;1.50598e-307;;;0.0892571;1.50598e-307;1.50598e-307;;;30.8619;1.50598e-307;1.50598e-307
05/07/2023 17:21:13:213;345.997;1.50585e-307;1.50585e-307;;;0.0894298;1.50585e-307;1.50585e-307;;;30.9494;1.50585e-307;1.50585e-307
05/07/2023 17:21:13:217;345.997;6.39574e-279;6.39574e-279;;;0.0894298;6.39574e-279;6.39574e-279;;;30.9494;6.39574e-279;6.39574e-279
05/07/2023 17:21:14:223;345.997;2.29391e-278;2.29391e-278;;;0.0900948;2.29391e-278;2.29391e-278;;;31.1946;2.29391e-278;2.29391e-278
05/07/2023 17:21:14:226;345.997;5.95503e-279;5.95503e-279;;;0.0900948;5.95503e-279;5.95503e-279;;;31.1946;5.95503e-279;5.95503e-279
05/07/2023 17:21:15:243;345.996;5.29398e-279;5.29398e-279;;;0.0898617;5.29398e-279;5.29398e-279;;;31.0799;5.29398e-279;5.29398e-279
05/07/2023 17:21:15:246;345.996;1.85316e-278;1.85316e-278;;;0.0898617;1.85316e-278;1.85316e-278;;;31.0799;1.85316e-278;1.85316e-278
05/07/2023 17:21:16:243;345.996;1.10288e-278;1.10288e-278;;;0.090826;1.10288e-278;1.10288e-278;;;31.4694;1.10288e-278;1.10288e-278
05/07/2023 17:21:16:246;345.996;1.50326e-307;1.50326e-307;;;0.090826;1.50326e-307;1.50326e-307;;;31.4694;1.50326e-307;1.50326e-307
05/07/2023 17:21:17:276;345.996;1.50327e-307;1.50327e-307;;;0.0889902;1.50327e-307;1.50327e-307;;;30.8394;1.50327e-307;1.50327e-307
05/07/2023 17:21:17:279;345.996;1.45371e-282;1.45371e-282;;;0.0889902;1.45371e-282;1.45371e-282;;;30.8394;1.45371e-282;1.45371e-282
05/07/2023 17:21:18:276;345.996;3.44767e-282;3.44767e-282;;;0.0899015;3.44767e-282;3.44767e-282;;;31.0553;3.44767e-282;3.44767e-282
05/07/2023 17:21:18:279;345.996;2.36944e-282;2.36944e-282;;;0.0899015;2.36944e-282;2.36944e-282;;;31.0553;2.36944e-282;2.36944e-282
05/07/2023 17:21:19:302;345.995;9.6953e-283;9.6953e-283;;;0.0891412;9.6953e-283;9.6953e-283;;;30.9665;9.6953e-283;9.6953e-283
05/07/2023 17:21:19:306;345.995;1.45371e-282;1.45371e-282;;;0.0891412;1.45371e-282;1.45371e-282;;;30.9665;1.45371e-282;1.45371e-282
05/07/2023 17:21:20:293;345.997;9.15731e-283;9.15731e-283;;;-19.9139;9.15731e-283;9.15731e-283;;;-6902.19;9.15731e-283;9.15731e-283
05/07/2023 17:21:20:298;345.997;4.30845e-282;4.30845e-282;;;-19.9139;4.30845e-282;4.30845e-282;;;-6902.19;4.30845e-282;4.30845e-282
05/07/2023 17:21:21:331;346.001;2.58465e-282;2.58465e-282;;;-19.9866;2.58465e-282;2.58465e-282;;;-6915.26;2.58465e-282;2.58465e-282
05/07/2023 17:21:21:335;346.001;1.45371e-282;1.45371e-282;;;-19.9866;1.45371e-282;1.45371e-282;;;-6915.26;1.45371e-282;1.45371e-282
05/07/2023 17:21:22:322;346.006;9.69512e-283;9.69512e-283;;;-19.9873;9.69512e-283;9.69512e-283;;;-6915.48;9.69512e-283;9.69512e-283
05/07/2023 17:21:22:326;346.006;9.15714e-283;9.15714e-283;;;-19.9873;9.15714e-283;9.15714e-283;;;-6915.48;9.15714e-283;9.15714e-283
05/07/2023 17:21:23:371;346.011;1.5031e-307;1.5031e-307;;;-19.9897;1.5031e-307;1.5031e-307;;;-6916.48;1.5031e-307;1.5031e-307
05/07/2023 17:21:23:374;346.011;1.50307e-307;1.50307e-307;;;-19.9897;1.50307e-307;1.50307e-307;;;-6916.48;1.50307e-307;1.50307e-307
