Time,Voltage [U],Voltage [V],Voltage [W],,,Current [U],Current [V],Current [W],,,Power [U],Power [V],Power [W]
30/06/2023 12:36:38:219,345.997,9.15714e-283,9.15714e-283,,,0.083987,9.15714e-283,9.15714e-283,,,29.5372,9.15714e-283,9.15714e-283
30/06/2023 12:36:38:858,345.996,1.5031e-307,1.5031e-307,,,0.0855701,1.5031e-307,1.5031e-307,,,29.2558,1.5031e-307,1.5031e-307
30/06/2023 12:36:38:861,345.996,1.50307e-307,1.50307e-307,,,0.0855701,1.50307e-307,1.50307e-307,,,29.2558,1.50307e-307,1.50307e-307
30/06/2023 12:36:38:864,345.996,1.46323e-261,1.46323e-261,,,0.0855701,1.46323e-261,1.46323e-261,,,29.2558,1.46323e-261,1.46323e-261
30/06/2023 12:36:39:269,345.995,1.98783e-262,1.98783e-262,,,0.08447,1.98783e-262,1.98783e-262,,,29.354,1.98783e-262,1.98783e-262
30/06/2023 12:36:39:276,345.995,1.50402e-307,1.50402e-307,,,0.08447,1.50402e-307,1.50402e-307,,,29.354,1.50402e-307,1.50402e-307
30/06/2023 12:36:39:279,345.995,1.8443e-261,1.8443e-261,,,0.08447,1.8443e-261,1.8443e-261,,,29.354,1.8443e-261,1.8443e-261
30/06/2023 12:36:39:864,345.996,1.46323e-261,1.46323e-261,,,0.0833233,1.46323e-261,1.46323e-261,,,29.2975,1.46323e-261,1.46323e-261
30/06/2023 12:36:39:875,345.996,4.76967e-262,4.76967e-262,,,0.0833233,4.76967e-262,4.76967e-262,,,29.2975,4.76967e-262,4.76967e-262
30/06/2023 12:36:39:881,345.996,1.82909e-262,1.82909e-262,,,0.0833233,1.82909e-262,1.82909e-262,,,29.2975,1.82909e-262,1.82909e-262
30/06/2023 12:36:40:134,345.996,3.65814e-262,3.65814e-262,,,0.085053,3.65814e-262,3.65814e-262,,,29.4591,3.65814e-262,3.65814e-262
30/06/2023 12:36:40:137,345.996,7.63382e-262,7.63382e-262,,,0.085053,7.63382e-262,7.63382e-262,,,29.4591,7.63382e-262,7.63382e-262
